,source,label,message_idx,author,time,text,translated text
103,PJ chats,1,0,decoy,15:18,Miss u too and I will try to figure out my moms schedule this week,"decoy: 나도 그리울 거고, 이번 주에 엄마의 일정을 알아보려고 노력할게  "
104,PJ chats,1,0,Billy Joe,15:18,Mwaaaa,Billy Joe: 뽀뽀  
105,PJ chats,1,0,Billy Joe,15:18,I hope u figure it out,Billy Joe: 잘 알아내길 바래  
106,PJ chats,1,0,decoy,15:19,:D ),decoy: :D )  
107,PJ chats,1,0,decoy,15:19,I will,decoy: 그럴게  
108,PJ chats,1,0,Billy Joe,15:19,Delete all..,Billy Joe: 다 지워버려  
109,PJ chats,1,0,decoy,15:20,Already done:):),decoy: 이미 했어 :) :)  
110,PJ chats,1,0,Billy Joe,15:21,Admit it tho. U Want that licked softly don't u. Since we been talking about it. It sounds good Rite.,Billy Joe: 인정해봐. 너도 부드럽게 핥아주길 원하지? 우리가 그 얘기하고 있었잖아. 좋게 들리지?  
111,PJ chats,1,0,decoy,15:21,Yes It does lol,"decoy: 응, 정말 그래 하하  "
112,PJ chats,1,0,Billy Joe,15:22,That's my girl,Billy Joe: 그게 내 여자야  
113,PJ chats,1,0,decoy,15:22,That sounds cool,decoy: 멋지게 들리네  
114,PJ chats,1,0,Billy Joe,15:22,Yes...my girl,Billy Joe: 응... 내 여자  
115,PJ chats,1,0,decoy,15:23,I like it:),decoy: 마음에 들어 :)  
116,PJ chats,1,0,Billy Joe,15:23,Awwwww,Billy Joe: 아웅  
117,PJ chats,1,0,decoy,15:23,<3,decoy: <3  
118,PJ chats,1,0,Billy Joe,15:25,Take sum Pics tonight alone in ur room. Upload them to ur computer so u can send them to me tomorrow ok..will u,"Billy Joe: 오늘 밤 혼자 방에서 사진 좀 찍어. 컴퓨터에 업로드해서 내일 나한테 보내줄 수 있어, 알겠지?  "
119,PJ chats,1,0,Billy Joe,15:26,Wanna see how far U can split...lol,Billy Joe: 너가 얼마나 스플릿할 수 있는지 보고 싶어.. 하하  
120,PJ chats,1,1,decoy,6:38,Hey lol,decoy: 안녕 ㅋㅋ  
121,PJ chats,1,1,Billy Joe,6:38,Hey mads,"Billy Joe: 안녕, 매드  "
122,PJ chats,1,1,Billy Joe,6:38,Wrote U on mm,Billy Joe: 너한테 메시지 썼어  
123,PJ chats,1,1,decoy,6:39,Hi,decoy: 안녕  
124,PJ chats,1,1,Billy Joe,6:39,Whatcha up 2,Billy Joe: 뭐하고 있어?  
125,PJ chats,1,1,decoy,6:39,I know I was on there too and sent u a message but it's too annoying to type in there lol,"decoy: 나도 거기 있었고 너한테 메시지를 보냈는데, 거기서 타이핑하는 게 너무 귀찮아 ㅋㅋ  "
126,PJ chats,1,1,decoy,6:40,So I switched,decoy: 그래서 바꿨어  
127,PJ chats,1,1,decoy,6:40,R u mad at me,decoy: 나한테 화났어?  
128,PJ chats,1,1,Billy Joe,6:41,No,Billy Joe: 아니  
129,PJ chats,1,1,decoy,6:41,Just woke up lol,decoy: 방금 일어났어 ㅋㅋ  
130,PJ chats,1,1,Billy Joe,6:41,Annoying?,Billy Joe: 귀찮아?  
131,PJ chats,1,1,decoy,6:42,Texting thru Meetme is annoying lol,decoy: Meetme로 문자하는 게 귀찮아 ㅋㅋ  
132,PJ chats,1,1,Billy Joe,6:42,What's the difference writing in there,Billy Joe: 거기서 쓰는 것과 뭐가 달라?  
133,PJ chats,1,1,decoy,6:43,It takes longer idk Im so weird haha,"decoy: 시간이 더 걸려, 모르겠어, 나 진짜 이상해 ㅋㅋ  "
134,PJ chats,1,1,Billy Joe,6:43,It's ok,Billy Joe: 괜찮아  
135,PJ chats,1,1,decoy,6:44,So I can't call u around 6?,decoy: 그럼 6시쯤 너한테 전화할 수 없어?  
136,PJ chats,1,1,Billy Joe,6:44,Can u send Pics Fr your com,Billy Joe: 너의 컴퓨터 사진을 보내줄 수 있어?  
137,PJ chats,1,1,decoy,6:44,Yeah,decoy: 응  
138,PJ chats,1,1,Billy Joe,6:46,I wake up 4 am every day at work by 5:45 am. Home by 5:30 at night.,Billy Joe: 나는 매일 아침 4시에 일어나고 5:45에 출근해. 저녁 5:30에 집에 와.  
139,PJ chats,1,1,Billy Joe,6:46,Mom gets dinner ready by then,Billy Joe: 그때쯤 엄마가 저녁을 준비해  
140,PJ chats,1,1,decoy,6:46,Oh ok,"decoy: 아, 알겠어  "
141,PJ chats,1,1,decoy,6:47,Well I can just keep trying lol to find a time to call during the day,decoy: 그럼 낮에 전화할 시간을 찾으려고 계속 시도할 수 있어 ㅋㅋ  
142,PJ chats,1,1,Billy Joe,6:48,Sounds good,Billy Joe: 좋다
143,PJ chats,1,1,decoy,6:49,I have to kinda wait and see cause if I ask her too many ?s about where she is going she knows I'm up to no good lol,decoy: 나는 좀 기다려야 할 것 같아. 왜냐하면 그녀가 어디로 가는지에 대해 너무 많은 질문을 하면 내가 나쁜 짓을 꾸미고 있다는 걸 알기 때문이야 ㅋㅋ  
144,PJ chats,1,1,Billy Joe,6:49,U said u can send Pics from Ur computer. Will u,Billy Joe: 너는 너의 컴퓨터에서 사진을 보낼 수 있다고 했어. 보낼 거야?  
145,PJ chats,1,1,decoy,6:49,U sure u aren't mad at me?,decoy: 나한테 화난 거 아니지?  
146,PJ chats,1,1,Billy Joe,6:49,No..not mad,Billy Joe: 아니.. 화난 거 아냐  
147,PJ chats,1,1,decoy,6:49,Yes I will,"decoy: 응, 보낼게  "
148,PJ chats,1,1,decoy,6:50,I feel kinda bad In really sorry,"decoy: 좀 미안해, 정말 미안해  "
149,PJ chats,1,1,Billy Joe,6:50,When baby,Billy Joe: 언제?  
150,PJ chats,1,1,Billy Joe,6:50,Bad?,Billy Joe: 나쁜 거야?  
151,PJ chats,1,1,Billy Joe,6:50,Y,decoy: 응  
152,PJ chats,1,1,decoy,6:50,I do want to see u and I am trying,decoy: 나는 너를 보고 싶고 노력하고 있어  
153,PJ chats,1,1,Billy Joe,6:50,I kno,Billy Joe: 알아  
154,PJ chats,1,1,decoy,6:51,So u still like me,decoy: 그럼 너는 아직 나를 좋아하는 거야?  
155,PJ chats,1,1,Billy Joe,6:51,Just Wanna Make sure Ur not Gonna turn me in..wish I knew a way u could prove U won't,Billy Joe: 그냥 네가 나를 고발하지 않을 거라는 걸 확실히 하고 싶어.. 네가 그렇게 하지 않을 거라는 걸 증명할 방법이 있었으면 좋겠어  
156,PJ chats,1,1,decoy,6:53,I won't thou,decoy: 나는 절대 고발하지 않을 거야  
157,PJ chats,1,1,Billy Joe,6:53,I do know a way I could trust U. Can u Take Pics. Upload to ur computer then send them to me. What ever Pics U Take and add to ur computer. U can eras so mom don't see them. Lol,Billy Joe: 내가 너를 믿을 수 있는 방법을 알아. 사진을 찍어서 컴퓨터에 업로드한 다음 나한테 보내줄 수 있어? 네가 찍은 모든 사진을 컴퓨터에 추가할 수 있어. 엄마가 보지 않도록 지울 수 있어 ㅋㅋ  
158,PJ chats,1,1,decoy,6:53,My mom would go crazy on me,decoy: 내 엄마는 나한테 미쳐버릴 거야  
159,PJ chats,1,1,decoy,6:54,I won't even tell my BF,decoy: 나는 내 남자친구한테도 말하지 않을 거야  
160,PJ chats,1,1,Billy Joe,6:54,Yeah and u would ruiened my life....forever,"Billy Joe: 그래, 그리고 너는 내 인생을 망칠 거야... 영원히  "
161,PJ chats,1,1,Billy Joe,6:54,Your best friend.. or boy friend?,Billy Joe: 너의 가장 친한 친구.. 아니면 남자친구?  
162,PJ chats,1,1,decoy,6:55,Best friend lol,decoy: 가장 친한 친구 ㅋㅋ  
163,PJ chats,1,1,decoy,6:55,I don't have my cam right now all I have are some pics on the computer,"Billy Joe: 지금 카메라가 없고, 컴퓨터에 있는 몇 장의 사진만 있어  "
164,PJ chats,1,1,Billy Joe,6:56,No..no one..plz,Billy Joe: 아니.. 아무도.. 제발  
165,PJ chats,1,1,decoy,6:56,I can call u so u can hear my voice but it can't be when mom is here,"decoy: 너의 목소리를 들을 수 있도록 전화할 수 있지만, 엄마가 있을 때는 안 돼"
166,PJ chats,1,1,decoy,6:57,I won't tell anyone,decoy: 나는 아무에게도 말하지 않을 거야  
167,PJ chats,1,1,Billy Joe,6:58,Well. I was thinking. If I got a pic of u in your thongs doing a wide split Laying down. I would kno then u were serious about us. And I could trust U. That would be some serious proff Rite.,"Billy Joe: 음, 생각해봤어. 만약 네가 끈 팬티를 입고 널브러져서 넓게 다리를 벌린 사진을 보내준다면, 그때 우리가 진지하다는 걸 알 수 있을 거야. 그리고 너를 믿을 수 있을 거고. 그건 진짜 증거가 될 거야, 맞지?  "
168,PJ chats,1,1,decoy,6:58,Idk what to say u seem super cool and I don't wanna ruin anything for anyone,"decoy: 뭐라고 말해야 할지 모르겠어. 너는 정말 멋져 보이고, 나는 누구에게도 뭔가를 망치고 싶지 않아  "
169,PJ chats,1,1,Billy Joe,6:59,I am kool.,Billy Joe: 나는 멋져  
170,PJ chats,1,1,Billy Joe,6:59,Just keep me safe..plzzz,Billy Joe: 나를 안전하게 지켜줘.. 제발  
171,PJ chats,1,1,decoy,6:59,I really like u for real but I can't send a pic like that even if I had my cam,"decoy: 나는 진짜 너를 좋아하지만, 그런 사진을 보낼 수는 없어. 카메라가 있어도 말이야  "
172,PJ chats,1,1,decoy,7:00,Keep me safe lol,decoy: 나를 안전하게 지켜줘 ㅋㅋ  
173,PJ chats,1,1,Billy Joe,7:00,U hve to admit..that would be good proof tho Rite..the pic.,"Billy Joe: 너도 인정해야 해.. 그 사진이 좋은 증거가 될 거야, 맞지?  "
174,PJ chats,1,1,Billy Joe,7:00,I will keep U safe.....safe and sound....lol,Billy Joe: 나는 너를 안전하게 지킬 거야... 안전하고 편안하게... ㅋㅋ  
175,PJ chats,1,1,decoy,7:01,There was a girl I know who did that with pics and they ended up on twitter and Twitter wouldn't even take them down,"decoy: 내가 아는 한 여자애가 그런 사진을 찍었는데, 그게 트위터에 올라갔고 트위터는 그것을 삭제조차 하지 않았어  "
176,PJ chats,1,1,Billy Joe,7:02,Omg...baby.. i swear on us..own my own life...I would Delete them off my phone,Billy Joe: 세상에... 자기야.. 우리를 위해 맹세할게.. 내 인생을 걸고... 나는 내 전화에서 그것들을 삭제할 거야  
177,PJ chats,1,1,Billy Joe,7:03,My mom sometimes borrows my phone on the weekend when I don't work. She don't have one...I erase everything...I swear it.,Billy Joe: 내 엄마는 가끔 주말에 내가 일하지 않을 때 내 전화를 빌려가. 그녀는 전화를 가지고 있지 않아... 나는 모든 것을 지워버려... 맹세해  
178,PJ chats,1,1,decoy,7:03,Sending a pic like that feels way too scary for me like u I wanna feel safe,decoy: 그런 사진을 보내는 건 나한테 너무 무섭게 느껴져. 나는 너와 함께 안전하게 느끼고 싶어  
179,PJ chats,1,1,Billy Joe,7:04,Ok....short shorts,Billy Joe: 알겠어... 짧은 반바지  
180,PJ chats,1,1,Billy Joe,7:04,Real short..but Sexy..that's clean ain't it.,"Billy Joe: 정말 짧고... 섹시해.. 그건 깨끗하지, 맞지?  "
181,PJ chats,1,1,decoy,7:04,Idk lol,decoy: 모르겠어 ㅋㅋ  
182,PJ chats,1,1,Billy Joe,7:05,Plzzzzz,Billy Joe: 제발  
183,PJ chats,1,1,decoy,7:05,I have no way to take new pics right now,decoy: 지금은 새로운 사진을 찍을 방법이 없어  
184,PJ chats,1,1,Billy Joe,7:06,Okay.. send those other Pics of u can u,Billy Joe: 알겠어.. 다른 사진을 보낼 수 있어?  
185,PJ chats,1,1,decoy,7:06,I can send u a couple from the computer and hopefully I will have my cam back this weekend,"decoy: 컴퓨터에서 몇 장 보낼 수 있고, hopefully 이번 주말에 카메라를 다시 받을 수 있을 거야  "
186,PJ chats,1,1,Billy Joe,7:07,I can Take Sexy Pics on cam without nudity..I swear it will help me feel at ease..,Billy Joe: 나는 누드 없이 카메라로 섹시한 사진을 찍을 수 있어.. 그게 나를 편안하게 해줄 거라고 맹세해  
187,PJ chats,1,1,decoy,7:07,I will for sure in a little while,decoy: 나는 확실히 조금 있다가 할게  
188,PJ chats,1,1,decoy,7:08,Let me see what I can do,decoy: 내가 할 수 있는 걸 한번 해볼게
189,PJ chats,1,1,Billy Joe,7:08,Well the one I asked for in thong..U wouldn't even hve to hve Ur face in it..,Billy Joe: 내가 끈 팬티를 입고 요청한 사진은.. 너의 얼굴이 들어갈 필요도 없어.  
190,PJ chats,1,1,decoy,7:08,I don't have a cam besides my phone anyway,decoy: 어쨌든 내 전화 말고는 카메라가 없어.  
191,PJ chats,1,1,Billy Joe,7:08,Just a nice Amazing split..lol,Billy Joe: 그냥 멋진 스플릿만 있으면 돼.. ㅋㅋ  
192,PJ chats,1,1,decoy,7:09,Maybe u r just trying to get dirty pics and u really don't like me,"decoy: 아마 너는 더러운 사진을 얻으려고 하는 거고, 나를 진짜로 좋아하지 않는 것 같아.  "
193,PJ chats,1,1,decoy,7:09,Guys do that all the time,decoy: 남자들은 항상 그렇게 해.  
194,PJ chats,1,1,Billy Joe,7:09,I swear.. I like u,Billy Joe: 맹세해.. 나는 너를 좋아해.  
195,PJ chats,1,1,decoy,7:09,Kk,decoy: 알겠어.  
196,PJ chats,1,1,Billy Joe,7:09,I won't play U..I thought about u all night.,Billy Joe: 나는 너를 속이지 않을 거야.. 너에 대해 밤새 생각했어.  
197,PJ chats,1,1,decoy,7:10,I will send u some reg ones in a little,decoy: 나는 조금 있다가 일반 사진 몇 장 보낼게.  
198,PJ chats,1,1,decoy,7:10,U did? Really,decoy: 정말 그렇게 생각했어?  
199,PJ chats,1,1,Billy Joe,7:10,If I had my way..I would be willing to wait for us to be together when Ur older,Billy Joe: 내가 원하는 대로라면.. 너가 더 나이가 들 때까지 우리가 함께하는 걸 기다릴 의향이 있어.  
200,PJ chats,1,1,Billy Joe,7:10,I would wait....4.U.,Billy Joe: 나는 너를 위해 기다릴 거야.  
201,PJ chats,1,1,decoy,7:10,Really,decoy: 정말?  
202,PJ chats,1,1,Billy Joe,7:11,Yesssssssss,Billy Joe: 응응응응응.  
203,PJ chats,1,1,decoy,7:11,So like what would that mean,decoy: 그럼 그건 무슨 의미야?  
204,PJ chats,1,1,Billy Joe,7:11,I kept thinking about laying next to you And holding you from behind,Billy Joe: 나는 너 옆에 누워서 뒤에서 너를 안고 있는 걸 계속 생각했어.  
205,PJ chats,1,1,Billy Joe,7:12,I swear i thought about you all night,"Billy Joe: 맹세해, 나는 너에 대해 밤새 생각했어.  "
206,PJ chats,1,1,decoy,7:12,:),decoy: :)  
207,PJ chats,1,1,Billy Joe,7:12,I like you more than you know i just wanna trust you,Billy Joe: 나는 너를 아는 것보다 더 좋아해. 나는 너를 믿고 싶어.  
208,PJ chats,1,1,decoy,7:12,I believe u I did too,"decoy: 나는 너를 믿어, 나도 그랬어.  "
209,PJ chats,1,1,Billy Joe,7:12,What would what mean,Billy Joe: 그게 무슨 의미야?  
210,PJ chats,1,1,Billy Joe,7:13,we are so f***** if we get caught,Billy Joe: 우리가 걸리면 정말 큰일이야.  
211,PJ chats,1,1,decoy,7:13,I'll brb I need to get up and walk the dog bfore my mom comes in here,"decoy: 금방 돌아올게, 엄마가 들어오기 전에 강아지를 데리고 나가야 해."
